Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max
Александр Мартынов,CYCLING,2026-08-15,08:43:13,00:21:36,5.76,135,16.0,43.7,03:45,01:22,255,41,59,0,,,,,152,73,,,,182.0,76.0,192,55,63
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W)
1,00:00:00,111,11.0,05:27,,5,,1.50,29.2,
,00:00:01,110,11.2,05:21,,5,,1.50,29.2,
,00:00:02,109,11.4,05:17,,5,,1.60,29.2,
,00:00:03,108,11.3,05:20,,5,,1.80,29.2,
,00:00:04,108,11.2,05:21,,5,,3.60,29.2,
,00:00:05,109,11.2,05:21,,5,,5.80,29.1,
,00:00:06,109,11.3,05:19,,5,,8.70,29.2,
,00:00:07,111,11.9,05:02,,5,,12.60,29.2,
,00:00:08,112,12.7,04:43,,5,,16.80,29.1,
,00:00:09,112,14.0,04:16,,5,,22.10,29.0,
,00:00:10,113,15.7,03:49,,5,,28.20,29.0,
,00:00:11,113,17.6,03:25,,5,,34.80,29.0,
,00:00:12,114,19.0,03:10,,5,,42.50,28.9,
,00:00:13,115,20.4,02:57,,5,,49.10,28.9,
,00:00:14,115,21.4,02:48,,5,,56.30,28.9,
,00:00:15,116,21.9,02:44,,6,,63.30,28.9,
,00:00:16,116,21.8,02:45,,6,,70.00,28.8,
,00:00:17,117,21.7,02:46,,6,,77.10,28.7,
,00:00:18,117,21.3,02:49,,6,,83.10,28.8,
,00:00:19,118,20.9,02:52,,6,,89.20,28.8,
,00:00:20,118,20.6,02:55,,6,,94.90,28.8,
,00:00:21,119,20.6,02:55,,6,,100.10,28.8,
,00:00:22,119,20.6,02:55,,6,,104.70,28.8,
,00:00:23,119,20.5,02:56,,8,,109.90,28.8,
,00:00:24,119,20.4,02:56,,8,,115.80,28.8,
,00:00:25,119,20.3,02:57,,8,,121.10,28.9,
,00:00:26,120,20.3,02:58,,8,,125.50,28.8,
,00:00:27,120,20.2,02:58,,8,,130.10,28.7,
,00:00:28,120,20.4,02:57,,8,,135.80,28.8,
,00:00:29,121,20.6,02:55,,8,,141.50,28.7,
,00:00:30,120,20.9,02:52,,8,,147.40,28.8,
,00:00:31,120,21.2,02:50,,8,,155.10,28.8,
,00:00:32,120,21.5,02:48,,8,,161.60,28.7,
,00:00:33,120,21.6,02:46,,8,,167.30,28.6,
,00:00:34,120,21.7,02:46,,8,,173.80,28.6,
,00:00:35,120,21.6,02:47,,8,,181.50,28.6,
,00:00:36,120,21.4,02:48,,8,,188.30,28.5,
,00:00:37,120,21.1,02:51,,8,,193.50,28.5,
,00:00:38,120,20.7,02:54,,8,,199.10,28.5,
